Clase,Pieza,Superficie_1,Superficie_2,Superficie_3,Superficie_4,Superficie_5,Tamanio_cavidad_mm,Estado_cavidad,Tecnica,Tipo_resina,Indice_contraccion_%,Peso_resina_inicial_mg,Peso_sobrante_mg,Margen_cavo_mm,Ajuste_margen
II,20,Mesial,Oclusal,Bucal,ninguna,ninguna,34.75,con_tejido,Estratificacion,Compuesta,3.0,237.94,24.0,0.08,Equiobturado
I,27,Lingual,ninguna,ninguna,ninguna,ninguna,5.75,con_tejido,Bulk,Bulk,2.75,151.88,17.99,0.01,Equiobturado
II,15,Mesial,Distal,Oclusal,ninguna,ninguna,64.5,limpia,Bulk,Compuesta,1.25,353.25,39.93,-0.01,Subobturado
IV,27,Distal,Bucal,Lingual,ninguna,ninguna,45.0,limpia,Bulk,Fluida,1.5,205.6,18.64,0.11,Sobreobturado
III,26,Mesial,Lingual,ninguna,ninguna,ninguna,15.25,con_tejido,Bulk,Fluida,2.0,127.81,4.24,0.19,Sobreobturado
I,22,Oclusal,ninguna,ninguna,ninguna,ninguna,5.5,limpia,Estratificacion,Bulk,1.25,95.0,6.03,-0.09,Subobturado
II,20,Mesial,Oclusal,ninguna,ninguna,ninguna,36.0,con_tejido,Estratificacion,Compuesta,1.5,87.8,6.89,0.14,Sobreobturado
II,32,Mesial,Oclusal,Lingual,ninguna,ninguna,64.75,limpia,Bulk,Compuesta,1.5,320.38,33.15,0.18,Sobreobturado
IV,11,Mesial,Bucal,Lingual,ninguna,ninguna,17.0,con_tejido,Bulk,Fluida,2.75,199.68,8.71,-0.13,Subobturado
I,23,Lingual,ninguna,ninguna,ninguna,ninguna,4.25,con_tejido,Bulk,Compuesta,1.5,81.88,4.84,0.19,Sobreobturado
IV,26,Distal,Bucal,Lingual,ninguna,ninguna,39.5,limpia,Bulk,Fluida,2.75,275.75,27.01,0.18,Sobreobturado
I,15,Oclusal,ninguna,ninguna,ninguna,ninguna,11.0,limpia,Estratificacion,Bulk,1.5,158.93,5.71,0.14,Sobreobturado
IV,7,Mesial,Bucal,Lingual,ninguna,ninguna,23.0,limpia,Estratificacion,Con fibra de vidrio,3.25,255.46,26.7,-0.2,Subobturado
I,31,Bucal,ninguna,ninguna,ninguna,ninguna,4.5,con_tejido,Estratificacion,Con fibra de vidrio,1.0,51.79,2.92,-0.16,Subobturado
I,5,Lingual,ninguna,ninguna,ninguna,ninguna,2.25,limpia,Estratificacion,Fluida,3.75,151.0,7.17,0.04,Equiobturado
I,19,Bucal,ninguna,ninguna,ninguna,ninguna,15.25,con_tejido,Estratificacion,Bulk,1.25,185.71,11.81,0.08,Equiobturado
II,18,Distal,Oclusal,ninguna,ninguna,ninguna,50.0,limpia,Estratificacion,Fluida,2.0,260.0,25.98,0.05,Equiobturado
II,17,Distal,Oclusal,Bucal,ninguna,ninguna,63.25,limpia,Estratificacion,Compuesta,1.75,331.54,29.57,-0.16,Subobturado
I,4,Bucal,ninguna,ninguna,ninguna,ninguna,6.75,con_tejido,Bulk,Compuesta,2.0,112.75,16.78,0.09,Equiobturado
II,1,Distal,Oclusal,Bucal,ninguna,ninguna,43.5,limpia,Bulk,Con fibra de vidrio,3.75,386.21,41.84,0.03,Equiobturado
II,30,Distal,Oclusal,ninguna,ninguna,ninguna,48.0,con_tejido,Bulk,Con fibra de vidrio,3.75,306.5,11.23,0.02,Equiobturado
II,14,Mesial,Oclusal,Bucal,ninguna,ninguna,50.5,limpia,Estratificacion,Compuesta,2.5,391.75,40.54,0.07,Equiobturado
II,14,Distal,Oclusal,Lingual,ninguna,ninguna,64.0,limpia,Bulk,Bulk,3.5,509.0,36.79,-0.1,Subobturado
I,13,Oclusal,ninguna,ninguna,ninguna,ninguna,6.5,con_tejido,Estratificacion,Con fibra de vidrio,1.0,65.5,5.82,0.04,Equiobturado
II,17,Distal,Oclusal,Bucal,ninguna,ninguna,48.0,con_tejido,Estratificacion,Con fibra de vidrio,2.0,281.34,46.9,-0.19,Subobturado
II,17,Distal,Oclusal,ninguna,ninguna,ninguna,52.5,limpia,Estratificacion,Bulk,3.75,265.58,45.1,-0.2,Subobturado
II,31,Mesial,Oclusal,Bucal,ninguna,ninguna,59.5,con_tejido,Bulk,Con fibra de vidrio,3.5,493.25,74.77,-0.13,Subobturado
II,28,Distal,Oclusal,ninguna,ninguna,ninguna,43.5,limpia,Bulk,Compuesta,2.25,137.3,19.59,-0.12,Subobturado
I,23,Oclusal,ninguna,ninguna,ninguna,ninguna,4.0,con_tejido,Estratificacion,Con fibra de vidrio,2.0,95.0,10.56,0.04,Equiobturado
II,1,Mesial,Oclusal,Lingual,ninguna,ninguna,64.75,con_tejido,Bulk,Fluida,2.75,409.63,21.63,-0.16,Subobturado
I,26,Bucal,ninguna,ninguna,ninguna,ninguna,3.0,limpia,Estratificacion,Fluida,2.25,86.25,13.33,0.1,Equiobturado
I,4,Lingual,ninguna,ninguna,ninguna,ninguna,5.0,con_tejido,Estratificacion,Con fibra de vidrio,1.25,63.25,9.65,0.15,Sobreobturado
V,5,Lingual,ninguna,ninguna,ninguna,ninguna,5.0,limpia,Bulk,Con fibra de vidrio,2.25,114.38,17.58,0.04,Equiobturado
I,1,Bucal,ninguna,ninguna,ninguna,ninguna,5.0,con_tejido,Estratificacion,Fluida,1.75,103.75,13.01,0.18,Sobreobturado
I,1,Lingual,ninguna,ninguna,ninguna,ninguna,4.75,con_tejido,Estratificacion,Bulk,3.0,143.12,7.56,0.01,Equiobturado
I,26,Bucal,ninguna,ninguna,ninguna,ninguna,5.0,con_tejido,Bulk,Con fibra de vidrio,3.75,173.75,12.16,0.02,Equiobturado
I,19,Oclusal,ninguna,ninguna,ninguna,ninguna,4.75,limpia,Bulk,Compuesta,2.5,166.96,19.1,0.15,Sobreobturado
I,11,Lingual,ninguna,ninguna,ninguna,ninguna,3.75,limpia,Estratificacion,Fluida,1.5,73.12,6.88,-0.07,Subobturado
II,19,Mesial,Oclusal,Bucal,ninguna,ninguna,64.25,limpia,Estratificacion,Con fibra de vidrio,3.25,492.38,55.48,0.18,Sobreobturado
I,23,Lingual,ninguna,ninguna,ninguna,ninguna,3.5,con_tejido,Estratificacion,Con fibra de vidrio,3.5,138.75,5.19,-0.07,Subobturado
I,13,Lingual,ninguna,ninguna,ninguna,ninguna,7.0,con_tejido,Estratificacion,Con fibra de vidrio,2.5,137.5,10.91,0.16,Sobreobturado
II,14,Mesial,Oclusal,ninguna,ninguna,ninguna,47.25,con_tejido,Bulk,Compuesta,3.75,304.25,25.41,0.17,Sobreobturado
V,29,Lingual,ninguna,ninguna,ninguna,ninguna,17.25,con_tejido,Bulk,Compuesta,3.0,262.66,31.9,0.17,Sobreobturado
I,4,Oclusal,ninguna,ninguna,ninguna,ninguna,8.75,con_tejido,Estratificacion,Con fibra de vidrio,1.75,119.5,5.08,0.08,Equiobturado
I,25,Oclusal,ninguna,ninguna,ninguna,ninguna,2.75,con_tejido,Estratificacion,Bulk,2.0,73.12,10.28,-0.16,Subobturado
I,25,Bucal,ninguna,ninguna,ninguna,ninguna,3.5,con_tejido,Estratificacion,Compuesta,1.5,68.75,8.6,-0.02,Subobturado
II,13,Distal,Oclusal,Bucal,ninguna,ninguna,43.5,con_tejido,Bulk,Compuesta,3.0,289.04,32.64,0.1,Equiobturado
IV,6,Distal,Bucal,Lingual,ninguna,ninguna,14.25,con_tejido,Estratificacion,Con fibra de vidrio,1.75,119.38,13.4,-0.07,Subobturado
IV,10,Distal,Bucal,Lingual,ninguna,ninguna,18.75,limpia,Estratificacion,Con fibra de vidrio,2.75,205.6,30.62,0.18,Sobreobturado
II,32,Distal,Oclusal,Bucal,ninguna,ninguna,56.75,con_tejido,Bulk,Fluida,2.25,338.23,31.36,0.2,Sobreobturado
IV,8,Mesial,Bucal,Lingual,ninguna,ninguna,22.25,limpia,Estratificacion,Fluida,3.75,288.43,26.77,0.19,Sobreobturado
III,10,Mesial,Lingual,ninguna,ninguna,ninguna,15.75,con_tejido,Bulk,Compuesta,2.0,131.94,17.3,-0.1,Subobturado
I,5,Oclusal,ninguna,ninguna,ninguna,ninguna,2.5,limpia,Bulk,Compuesta,3.25,130.75,21.29,0.05,Equiobturado
I,14,Oclusal,ninguna,ninguna,ninguna,ninguna,14.0,con_tejido,Estratificacion,Compuesta,3.75,359.82,11.32,-0.17,Subobturado
III,9,Distal,Lingual,ninguna,ninguna,ninguna,13.75,limpia,Estratificacion,Bulk,2.5,131.94,16.87,-0.07,Subobturado
I,32,Bucal,ninguna,ninguna,ninguna,ninguna,5.25,limpia,Estratificacion,Fluida,1.25,90.62,14.82,-0.14,Subobturado
VI,25,Incisal,ninguna,ninguna,ninguna,ninguna,18.0,limpia,Bulk,Fluida,4.0,266.52,46.68,0.05,Equiobturado
III,26,Mesial,Lingual,ninguna,ninguna,ninguna,12.5,con_tejido,Estratificacion,Compuesta,1.75,96.88,9.25,-0.08,Subobturado
II,14,Mesial,Oclusal,Bucal,ninguna,ninguna,56.75,con_tejido,Bulk,Fluida,1.0,308.62,27.75,0.12,Sobreobturado
I,15,Oclusal,ninguna,ninguna,ninguna,ninguna,14.0,limpia,Bulk,Con fibra de vidrio,1.75,209.82,21.2,0.15,Sobreobturado
III,10,Mesial,Lingual,ninguna,ninguna,ninguna,15.5,limpia,Bulk,Fluida,1.0,96.88,16.89,0.17,Sobreobturado
V,16,Bucal,ninguna,ninguna,ninguna,ninguna,15.0,con_tejido,Bulk,Con fibra de vidrio,3.5,276.88,45.33,-0.08,Subobturado
IV,27,Mesial,Bucal,Lingual,ninguna,ninguna,35.0,con_tejido,Bulk,Fluida,2.75,260.54,25.13,0.12,Sobreobturado
IV,9,Distal,Bucal,Lingual,ninguna,ninguna,21.5,limpia,Bulk,Compuesta,2.25,179.39,30.23,0.02,Equiobturado
II,18,Mesial,Distal,Oclusal,Bucal,ninguna,85.25,con_tejido,Estratificacion,Fluida,2.5,741.0,38.06,0.05,Equiobturado
II,29,Mesial,Distal,Oclusal,ninguna,ninguna,28.0,con_tejido,Bulk,Bulk,3.0,198.52,25.65,0.03,Equiobturado
I,18,Oclusal,ninguna,ninguna,ninguna,ninguna,7.5,con_tejido,Estratificacion,Bulk,3.25,252.68,40.93,0.16,Sobreobturado
II,19,Distal,Oclusal,Lingual,ninguna,ninguna,57.25,limpia,Estratificacion,Compuesta,4.0,520.38,59.33,-0.18,Subobturado
II,29,Mesial,Oclusal,Bucal,ninguna,ninguna,47.25,con_tejido,Bulk,Con fibra de vidrio,1.25,183.19,27.69,0.02,Equiobturado
II,29,Mesial,Distal,Oclusal,ninguna,ninguna,43.0,limpia,Estratificacion,Fluida,3.25,304.37,40.03,0.18,Sobreobturado
II,14,Mesial,Distal,Oclusal,Bucal,ninguna,84.5,limpia,Bulk,Fluida,1.25,638.0,34.82,0.14,Sobreobturado
V,18,Bucal,ninguna,ninguna,ninguna,ninguna,38.25,limpia,Estratificacion,Con fibra de vidrio,1.0,128.97,15.51,-0.15,Subobturado
I,21,Bucal,ninguna,ninguna,ninguna,ninguna,9.25,limpia,Bulk,Con fibra de vidrio,2.5,157.75,25.49,-0.13,Subobturado
III,7,Distal,Lingual,ninguna,ninguna,ninguna,14.75,limpia,Bulk,Fluida,4.0,189.69,15.94,0.07,Equiobturado
II,14,Mesial,Distal,Oclusal,Bucal,ninguna,108.0,limpia,Bulk,Compuesta,3.0,872.0,76.67,0.18,Sobreobturado
II,14,Mesial,Distal,Oclusal,Bucal,ninguna,94.75,con_tejido,Bulk,Fluida,1.5,699.0,49.81,0.09,Equiobturado
V,17,Lingual,ninguna,ninguna,ninguna,ninguna,11.75,con_tejido,Bulk,Compuesta,1.0,87.97,12.47,0.03,Equiobturado
V,30,Bucal,ninguna,ninguna,ninguna,ninguna,42.25,limpia,Estratificacion,Bulk,3.75,374.87,44.02,0.08,Equiobturado
IV,10,Mesial,Bucal,Lingual,ninguna,ninguna,42.0,limpia,Estratificacion,Compuesta,3.75,355.2,57.53,-0.06,Subobturado
I,17,Oclusal,ninguna,ninguna,ninguna,ninguna,5.75,con_tejido,Bulk,Compuesta,2.25,134.38,4.18,0.04,Equiobturado
V,3,Bucal,ninguna,ninguna,ninguna,ninguna,17.5,limpia,Estratificacion,Compuesta,1.25,87.23,12.02,0.05,Equiobturado
II,20,Mesial,Oclusal,Lingual,ninguna,ninguna,47.0,limpia,Bulk,Con fibra de vidrio,3.25,327.73,57.93,0.01,Equiobturado
III,26,Distal,Lingual,ninguna,ninguna,ninguna,10.5,con_tejido,Estratificacion,Bulk,2.25,96.88,13.47,0.17,Sobreobturado
III,7,Distal,Lingual,ninguna,ninguna,ninguna,15.25,limpia,Bulk,Bulk,3.5,177.31,11.39,0.05,Equiobturado
V,27,Lingual,ninguna,ninguna,ninguna,ninguna,13.25,limpia,Bulk,Fluida,3.0,230.16,23.87,-0.19,Subobturado
I,9,Lingual,ninguna,ninguna,ninguna,ninguna,4.25,limpia,Estratificacion,Bulk,3.75,160.62,7.83,0.13,Sobreobturado
II,4,Mesial,Distal,Oclusal,ninguna,ninguna,38.0,limpia,Estratificacion,Fluida,2.0,183.92,14.58,0.03,Equiobturado
II,20,Mesial,Oclusal,Lingual,ninguna,ninguna,38.5,con_tejido,Bulk,Con fibra de vidrio,3.25,278.09,48.92,-0.03,Subobturado
V,1,Lingual,ninguna,ninguna,ninguna,ninguna,12.25,con_tejido,Estratificacion,Compuesta,1.5,124.53,11.79,0.03,Equiobturado
V,10,Lingual,ninguna,ninguna,ninguna,ninguna,5.5,limpia,Estratificacion,Con fibra de vidrio,1.25,53.44,5.37,0.07,Equiobturado
II,31,Distal,Oclusal,Bucal,ninguna,ninguna,74.75,limpia,Bulk,Con fibra de vidrio,3.75,564.12,21.25,-0.06,Subobturado
V,20,Bucal,ninguna,ninguna,ninguna,ninguna,4.75,limpia,Bulk,Bulk,3.25,177.34,18.43,0.18,Sobreobturado
IV,10,Mesial,Bucal,Lingual,ninguna,ninguna,28.75,limpia,Estratificacion,Bulk,2.25,203.9,19.17,0.19,Sobreobturado
I,4,Lingual,ninguna,ninguna,ninguna,ninguna,4.0,limpia,Bulk,Fluida,3.75,166.75,15.04,-0.11,Subobturado
II,12,Mesial,Oclusal,Bucal,ninguna,ninguna,47.0,limpia,Estratificacion,Fluida,1.75,218.23,14.78,0.12,Sobreobturado
I,19,Oclusal,ninguna,ninguna,ninguna,ninguna,13.75,limpia,Bulk,Fluida,1.25,169.64,28.03,0.03,Equiobturado
II,21,Distal,Oclusal,ninguna,ninguna,ninguna,37.75,con_tejido,Estratificacion,Con fibra de vidrio,1.75,101.83,18.22,0.15,Sobreobturado
IV,25,Mesial,Bucal,Lingual,ninguna,ninguna,20.25,limpia,Bulk,Compuesta,1.25,104.17,16.87,0.17,Sobreobturado
I,18,Oclusal,ninguna,ninguna,ninguna,ninguna,8.0,con_tejido,Bulk,Compuesta,1.5,126.79,7.61,0.19,Sobreobturado
II,5,Distal,Oclusal,Bucal,ninguna,ninguna,30.5,con_tejido,Bulk,Bulk,2.0,140.12,23.28,0.16,Sobreobturado
I,17,Lingual,ninguna,ninguna,ninguna,ninguna,4.75,con_tejido,Bulk,Bulk,1.25,81.88,11.66,0.14,Sobreobturado
II,14,Mesial,Oclusal,Lingual,ninguna,ninguna,46.25,con_tejido,Bulk,Fluida,1.75,324.38,42.87,0.17,Sobreobturado
II,13,Distal,Oclusal,ninguna,ninguna,ninguna,30.5,limpia,Bulk,Compuesta,1.5,69.65,2.27,0.14,Sobreobturado
II,13,Mesial,Oclusal,ninguna,ninguna,ninguna,28.0,con_tejido,Estratificacion,Con fibra de vidrio,1.25,53.15,4.97,-0.15,Subobturado
II,17,Distal,Oclusal,Lingual,ninguna,ninguna,62.75,con_tejido,Bulk,Bulk,3.25,436.41,31.96,0.08,Equiobturado
II,21,Mesial,Distal,Oclusal,ninguna,ninguna,37.75,con_tejido,Bulk,Bulk,3.75,310.21,38.79,-0.14,Subobturado
II,18,Mesial,Oclusal,Lingual,ninguna,ninguna,49.75,con_tejido,Bulk,Bulk,1.75,336.62,32.83,-0.08,Subobturado
II,28,Mesial,Oclusal,ninguna,ninguna,ninguna,41.75,con_tejido,Estratificacion,Con fibra de vidrio,1.5,106.78,6.94,0.06,Equiobturado
II,1,Mesial,Oclusal,ninguna,ninguna,ninguna,48.5,limpia,Estratificacion,Compuesta,1.0,166.67,21.71,0.17,Sobreobturado
V,12,Lingual,ninguna,ninguna,ninguna,ninguna,16.5,con_tejido,Bulk,Bulk,4.0,321.56,22.98,-0.13,Subobturado
V,17,Lingual,ninguna,ninguna,ninguna,ninguna,12.5,con_tejido,Estratificacion,Bulk,2.25,175.31,11.87,-0.19,Subobturado
V,31,Bucal,ninguna,ninguna,ninguna,ninguna,7.5,con_tejido,Bulk,Bulk,2.5,163.12,16.49,0.03,Equiobturado
II,13,Distal,Oclusal,Lingual,ninguna,ninguna,36.5,limpia,Bulk,Compuesta,2.5,211.66,36.57,-0.1,Subobturado
II,31,Mesial,Oclusal,ninguna,ninguna,ninguna,40.75,limpia,Bulk,Con fibra de vidrio,3.0,262.25,27.38,0.19,Sobreobturado
III,26,Mesial,Lingual,ninguna,ninguna,ninguna,12.5,limpia,Estratificacion,Fluida,3.0,138.12,18.76,0.08,Equiobturado
II,17,Mesial,Oclusal,ninguna,ninguna,ninguna,51.75,limpia,Bulk,Con fibra de vidrio,3.25,247.53,27.6,-0.04,Subobturado
II,18,Distal,Oclusal,ninguna,ninguna,ninguna,55.5,limpia,Estratificacion,Con fibra de vidrio,2.0,276.5,45.97,0.09,Equiobturado
II,19,Mesial,Distal,Oclusal,Lingual,ninguna,81.5,con_tejido,Estratificacion,Con fibra de vidrio,3.5,806.0,88.64,-0.12,Subobturado
I,15,Oclusal,ninguna,ninguna,ninguna,ninguna,2.75,limpia,Estratificacion,Con fibra de vidrio,4.0,258.04,32.79,-0.13,Subobturado
II,19,Mesial,Distal,Oclusal,Bucal,Lingual,101.0,con_tejido,Estratificacion,Fluida,1.0,826.67,104.32,-0.15,Subobturado
IV,26,Mesial,Bucal,Lingual,ninguna,ninguna,49.5,con_tejido,Estratificacion,Bulk,3.75,380.56,49.97,0.2,Sobreobturado
II,18,Mesial,Oclusal,ninguna,ninguna,ninguna,57.75,limpia,Estratificacion,Fluida,2.25,290.75,18.43,-0.19,Subobturado
V,5,Bucal,ninguna,ninguna,ninguna,ninguna,5.5,con_tejido,Estratificacion,Con fibra de vidrio,3.5,199.69,32.44,-0.03,Subobturado
II,5,Mesial,Oclusal,Lingual,ninguna,ninguna,36.0,con_tejido,Estratificacion,Bulk,1.75,153.99,24.4,0.13,Sobreobturado
V,30,Lingual,ninguna,ninguna,ninguna,ninguna,8.0,con_tejido,Bulk,Fluida,1.75,100.89,12.78,-0.19,Subobturado
I,13,Lingual,ninguna,ninguna,ninguna,ninguna,3.5,con_tejido,Bulk,Fluida,3.5,151.0,6.65,0.09,Equiobturado
II,16,Mesial,Distal,Oclusal,ninguna,ninguna,43.0,limpia,Estratificacion,Con fibra de vidrio,2.0,259.02,27.6,0.07,Equiobturado
I,12,Bucal,ninguna,ninguna,ninguna,ninguna,8.25,limpia,Bulk,Fluida,2.25,137.5,19.99,0.12,Sobreobturado
II,5,Distal,Oclusal,Lingual,ninguna,ninguna,49.0,limpia,Bulk,Con fibra de vidrio,2.75,302.91,13.34,-0.16,Subobturado
V,18,Lingual,ninguna,ninguna,ninguna,ninguna,20.0,limpia,Estratificacion,Fluida,4.0,328.57,51.28,-0.17,Subobturado
II,2,Mesial,Oclusal,Bucal,ninguna,ninguna,45.0,con_tejido,Bulk,Fluida,3.5,442.5,67.88,-0.04,Subobturado
V,32,Bucal,ninguna,ninguna,ninguna,ninguna,18.5,con_tejido,Estratificacion,Fluida,2.5,240.31,31.69,0.04,Equiobturado
III,11,Distal,Lingual,ninguna,ninguna,ninguna,13.25,con_tejido,Bulk,Bulk,1.25,86.56,5.01,-0.03,Subobturado
II,30,Distal,Oclusal,ninguna,ninguna,ninguna,52.75,con_tejido,Estratificacion,Fluida,3.5,313.25,41.45,0.01,Equiobturado
II,2,Mesial,Oclusal,Bucal,ninguna,ninguna,55.75,con_tejido,Bulk,Compuesta,2.5,410.12,16.85,-0.18,Subobturado
V,19,Bucal,ninguna,ninguna,ninguna,ninguna,58.5,limpia,Bulk,Con fibra de vidrio,2.0,275.45,21.33,0.09,Equiobturado
I,29,Bucal,ninguna,ninguna,ninguna,ninguna,11.5,con_tejido,Estratificacion,Fluida,3.0,200.5,9.97,-0.15,Subobturado
I,24,Bucal,ninguna,ninguna,ninguna,ninguna,3.0,con_tejido,Bulk,Con fibra de vidrio,1.75,68.75,5.87,0.01,Equiobturado
V,30,Bucal,ninguna,ninguna,ninguna,ninguna,4.75,con_tejido,Bulk,Compuesta,1.0,27.28,4.04,0.13,Sobreobturado
III,25,Distal,Lingual,ninguna,ninguna,ninguna,15.25,limpia,Estratificacion,Fluida,2.5,144.31,19.47,0.18,Sobreobturado
I,8,Oclusal,ninguna,ninguna,ninguna,ninguna,2.75,limpia,Estratificacion,Fluida,2.25,81.88,10.89,0.06,Equiobturado
II,19,Mesial,Oclusal,Bucal,ninguna,ninguna,73.0,limpia,Estratificacion,Fluida,3.25,523.0,69.7,0.2,Sobreobturado
IV,23,Mesial,Bucal,Lingual,ninguna,ninguna,45.5,limpia,Estratificacion,Con fibra de vidrio,2.25,260.54,10.56,0.1,Equiobturado
V,17,Lingual,ninguna,ninguna,ninguna,ninguna,4.0,con_tejido,Bulk,Bulk,1.5,57.5,7.23,0.05,Equiobturado
V,9,Lingual,ninguna,ninguna,ninguna,ninguna,20.0,limpia,Estratificacion,Bulk,1.75,203.75,7.54,0.2,Sobreobturado
IV,10,Distal,Bucal,Lingual,ninguna,ninguna,46.0,con_tejido,Estratificacion,Compuesta,1.25,191.23,32.6,0.17,Sobreobturado
IV,25,Mesial,Bucal,Lingual,ninguna,ninguna,9.5,limpia,Bulk,Con fibra de vidrio,1.0,50.07,1.6,0.17,Sobreobturado
II,30,Mesial,Distal,Oclusal,Bucal,ninguna,92.0,con_tejido,Estratificacion,Bulk,2.75,788.0,64.02,0.18,Sobreobturado
V,22,Bucal,ninguna,ninguna,ninguna,ninguna,19.5,con_tejido,Bulk,Con fibra de vidrio,3.25,297.19,40.67,0.09,Equiobturado
V,9,Lingual,ninguna,ninguna,ninguna,ninguna,4.5,con_tejido,Bulk,Compuesta,1.5,61.56,10.33,0.14,Sobreobturado
V,27,Lingual,ninguna,ninguna,ninguna,ninguna,17.25,con_tejido,Bulk,Bulk,3.25,278.91,18.17,0.01,Equiobturado
I,14,Lingual,ninguna,ninguna,ninguna,ninguna,4.5,con_tejido,Estratificacion,Con fibra de vidrio,1.25,70.54,10.39,0.03,Equiobturado
IV,27,Mesial,Bucal,Lingual,ninguna,ninguna,28.0,con_tejido,Bulk,Fluida,1.5,148.12,20.01,0.18,Sobreobturado
I,17,Bucal,ninguna,ninguna,ninguna,ninguna,5.5,con_tejido,Estratificacion,Con fibra de vidrio,3.25,165.0,20.53,0.08,Equiobturado
II,29,Mesial,Distal,Oclusal,ninguna,ninguna,49.25,con_tejido,Bulk,Compuesta,3.75,377.37,57.38,0.02,Equiobturado
I,6,Oclusal,ninguna,ninguna,ninguna,ninguna,4.75,con_tejido,Bulk,Con fibra de vidrio,3.75,169.38,13.85,0.2,Sobreobturado
II,30,Mesial,Oclusal,Bucal,ninguna,ninguna,57.25,limpia,Bulk,Compuesta,1.5,345.38,17.95,0.08,Equiobturado
II,4,Distal,Oclusal,Bucal,ninguna,ninguna,29.5,limpia,Bulk,Bulk,3.75,262.03,40.71,0.07,Equiobturado
V,18,Bucal,ninguna,ninguna,ninguna,ninguna,31.5,limpia,Bulk,Compuesta,2.75,257.23,37.64,-0.19,Subobturado
I,30,Lingual,ninguna,ninguna,ninguna,ninguna,2.25,limpia,Bulk,Bulk,1.25,46.43,3.56,0.01,Equiobturado
I,13,Oclusal,ninguna,ninguna,ninguna,ninguna,9.5,con_tejido,Estratificacion,Bulk,1.5,115.0,16.09,0.19,Sobreobturado
I,19,Lingual,ninguna,ninguna,ninguna,ninguna,9.0,con_tejido,Estratificacion,Bulk,1.25,118.75,12.78,0.16,Sobreobturado
V,1,Lingual,ninguna,ninguna,ninguna,ninguna,4.25,limpia,Estratificacion,Fluida,2.75,140.78,14.51,-0.12,Subobturado
II,3,Mesial,Distal,Oclusal,Bucal,ninguna,102.75,con_tejido,Bulk,Compuesta,3.25,871.0,156.15,-0.13,Subobturado
V,18,Bucal,ninguna,ninguna,ninguna,ninguna,31.5,limpia,Estratificacion,Compuesta,1.25,129.73,22.64,-0.07,Subobturado
IV,22,Distal,Bucal,Lingual,ninguna,ninguna,12.25,con_tejido,Bulk,Con fibra de vidrio,2.25,148.12,7.19,0.05,Equiobturado
IV,26,Distal,Bucal,Lingual,ninguna,ninguna,16.0,con_tejido,Bulk,Con fibra de vidrio,2.25,160.8,27.75,0.05,Equiobturado
I,22,Bucal,ninguna,ninguna,ninguna,ninguna,3.0,limpia,Estratificacion,Con fibra de vidrio,4.0,147.5,21.34,0.12,Sobreobturado
V,11,Lingual,ninguna,ninguna,ninguna,ninguna,17.25,limpia,Estratificacion,Bulk,2.0,197.66,35.28,0.01,Equiobturado
II,31,Mesial,Distal,Oclusal,Bucal,Lingual,110.5,con_tejido,Estratificacion,Compuesta,3.25,1093.89,131.68,-0.16,Subobturado
II,1,Mesial,Oclusal,ninguna,ninguna,ninguna,51.0,con_tejido,Estratificacion,Compuesta,3.25,245.17,14.66,0.11,Sobreobturado
V,5,Lingual,ninguna,ninguna,ninguna,ninguna,13.25,con_tejido,Bulk,Bulk,3.0,230.16,36.92,0.2,Sobreobturado
I,12,Oclusal,ninguna,ninguna,ninguna,ninguna,2.25,limpia,Estratificacion,Bulk,3.75,151.0,6.6,-0.06,Subobturado
III,7,Distal,Lingual,ninguna,ninguna,ninguna,11.0,con_tejido,Bulk,Fluida,2.0,92.75,5.56,0.05,Equiobturado
II,12,Distal,Oclusal,Bucal,ninguna,ninguna,45.25,limpia,Bulk,Con fibra de vidrio,2.0,226.26,15.04,-0.05,Subobturado
II,18,Distal,Oclusal,ninguna,ninguna,ninguna,50.5,limpia,Estratificacion,Con fibra de vidrio,2.5,276.5,37.33,0.09,Equiobturado
I,26,Oclusal,ninguna,ninguna,ninguna,ninguna,3.25,limpia,Bulk,Bulk,3.5,134.38,13.48,-0.08,Subobturado
II,18,Mesial,Distal,Oclusal,Lingual,ninguna,82.25,limpia,Bulk,Bulk,3.0,769.0,94.99,0.01,Equiobturado
I,15,Bucal,ninguna,ninguna,ninguna,ninguna,15.75,con_tejido,Bulk,Fluida,1.75,228.57,10.75,0.05,Equiobturado
I,21,Bucal,ninguna,ninguna,ninguna,ninguna,2.25,con_tejido,Estratificacion,Con fibra de vidrio,1.75,61.0,7.42,0.01,Equiobturado
II,19,Mesial,Distal,Oclusal,Lingual,ninguna,107.0,limpia,Estratificacion,Bulk,2.25,808.0,92.13,0.08,Equiobturado
II,4,Mesial,Oclusal,ninguna,ninguna,ninguna,30.25,con_tejido,Estratificacion,Con fibra de vidrio,1.0,52.33,8.92,0.11,Sobreobturado
II,29,Distal,Oclusal,Bucal,ninguna,ninguna,45.5,limpia,Estratificacion,Fluida,3.75,355.47,38.4,0.08,Equiobturado
I,25,Bucal,ninguna,ninguna,ninguna,ninguna,4.0,con_tejido,Bulk,Bulk,1.25,68.75,10.3,-0.12,Subobturado
II,12,Distal,Oclusal,Lingual,ninguna,ninguna,37.5,limpia,Bulk,Bulk,3.0,254.0,11.73,0.06,Equiobturado
